noun,Eventive_1,Eventive_2,Pluralia Tantum_1,Pluralia Tantum_2,Animate/Inanimate_1,Animate/Inanimate_2,Animate/Inanimate_3,Collective_1,Collective_2,Common_1,Common_2,Count_1,Count_2,Mass_1,Mass_2,total_score
eclipse,0.76,0.98,0.86,0.95,0.64,-0.96,-0.96,-0.86,-0.91,0.97,0.86,0.93,0.96,-0.68,-0.85,0.22
ecliptic,0.64,0.85,0.61,0.93,0.51,0.85,-0.63,0.92,-0.73,0.96,0.83,0.94,0.96,-0.82,-0.78,0.41
ecology,0.90,0.79,-0.63,0.78,0.51,-0.95,-0.92,0.91,-0.75,0.97,0.68,0.96,0.97,0.94,-0.87,0.34
economics,0.94,0.98,-0.89,0.63,-0.81,-0.96,-0.96,0.69,0.61,0.96,0.71,0.68,0.64,0.91,-0.92,0.29
economy,0.76,-0.53,-0.50,0.81,0.61,-0.87,-0.95,0.63,-0.89,0.95,0.80,0.95,0.95,0.51,-0.90,0.19
ecosystem,0.74,-0.59,0.77,0.88,-0.50,-0.65,-0.69,0.96,0.57,0.97,0.77,0.94,0.97,0.69,-0.81,0.40
ectoderm,0.93,0.98,0.93,0.96,0.56,-0.61,0.69,0.92,0.58,0.97,0.85,0.95,0.98,0.62,0.74,0.77
ectodermal,0.57,0.87,-0.52,0.88,-0.60,-0.83,0.67,0.83,0.59,0.89,0.54,0.89,0.96,-0.70,-0.67,0.33
ecumenist,-0.63,-0.84,0.77,0.92,0.88,0.96,0.94,0.87,-0.79,0.52,0.62,0.95,0.69,-0.93,-0.69,0.24
eddy,0.55,0.96,-0.64,0.92,-0.86,0.58,-0.57,0.95,0.95,0.93,0.72,0.94,0.97,0.64,-0.82,0.47
edge,-0.62,0.51,-0.54,0.93,-0.86,-0.97,-0.93,-0.60,-0.86,0.94,0.79,0.95,0.97,0.93,-0.84,0.05
edger,0.85,0.71,-0.81,0.96,0.65,0.95,-0.82,0.75,-0.80,0.98,0.82,0.91,0.94,0.76,-0.55,0.43
edible,0.57,0.97,0.60,0.96,-0.85,-0.94,-0.95,-0.84,-0.94,0.97,0.94,0.94,0.97,0.52,-0.91,0.21
editing,0.97,0.98,-0.86,0.82,-0.84,-0.97,-0.95,-0.51,-0.89,0.98,0.79,0.79,0.80,0.96,-0.87,0.15
edition,0.89,0.97,-0.74,0.96,0.83,-0.91,-0.93,0.83,-0.90,0.98,0.93,0.88,0.86,0.75,-0.78,0.35
editor,0.60,-0.83,-0.77,0.94,0.91,0.96,0.96,0.84,-0.84,0.96,0.56,0.82,0.54,-0.66,-0.82,0.23
editorial,0.87,0.97,-0.71,0.96,-0.71,-0.90,-0.95,0.82,-0.92,0.97,0.84,0.80,0.88,0.89,-0.90,0.27
education,0.92,0.98,-0.56,0.95,-0.93,-0.96,-0.96,-0.67,-0.91,0.97,0.79,0.81,0.90,0.91,-0.91,0.16
eel,0.68,0.92,0.75,0.97,0.75,0.94,0.80,0.85,0.55,0.94,0.77,0.94,0.96,0.92,-0.72,0.73
effacement,0.93,0.98,-0.59,0.96,-0.88,-0.95,-0.91,0.56,-0.93,0.97,0.82,0.92,0.90,0.80,-0.83,0.26
effect,0.88,0.98,0.52,0.94,0.55,-0.95,-0.96,-0.60,-0.89,0.98,0.80,0.97,0.98,0.79,-0.86,0.33
effective,-0.92,-0.77,-0.89,-0.66,-0.76,-0.94,-0.86,-0.75,0.61,-0.90,-0.79,0.54,0.96,-0.90,-0.89,-0.50
effectiveness,0.64,0.97,-0.85,-0.58,-0.93,-0.96,-0.96,-0.82,-0.92,0.84,-0.53,0.88,0.72,0.71,-0.85,-0.12
effector,-0.66,0.67,0.68,0.79,0.94,0.95,0.91,0.89,-0.90,0.94,0.51,0.96,0.97,-0.66,-0.78,0.38
efficacy,0.68,0.97,-0.85,-0.57,-0.90,-0.96,-0.96,-0.75,-0.89,0.96,0.53,0.96,0.98,0.86,-0.88,0.01
efficiency,0.52,0.95,-0.81,0.86,-0.85,-0.97,-0.96,-0.73,-0.90,0.94,0.66,0.95,0.97,0.87,-0.90,0.11
effort,0.94,0.98,-0.67,0.96,-0.71,-0.96,-0.97,0.90,-0.95,0.98,0.79,0.92,0.95,0.92,-0.84,0.29
egg,0.84,-0.55,0.69,0.97,0.93,-0.89,-0.96,0.62,-0.96,0.97,0.90,0.94,0.96,0.94,-0.86,0.35
egghead,-0.71,-0.51,-0.63,0.95,0.86,0.96,0.93,0.91,-0.54,0.93,0.75,0.91,0.89,-0.57,-0.58,0.26
eggnog,0.93,0.87,-0.78,0.97,-0.62,-0.96,-0.96,-0.61,-0.89,0.96,0.75,0.84,0.85,0.98,-0.91,0.16
eggplant,0.95,0.83,0.67,0.96,0.94,-0.88,-0.90,0.70,-0.83,0.97,0.84,0.85,0.93,0.98,-0.88,0.46
ego,0.62,0.56,0.57,0.84,0.83,-0.62,0.86,0.70,-0.89,0.96,0.71,0.92,0.79,0.76,-0.90,0.45
eicosanoid,0.65,0.88,0.72,0.95,0.53,0.93,0.72,0.94,-0.63,0.95,0.82,0.87,0.95,0.55,-0.77,0.60
ejector,0.56,0.97,0.52,0.95,0.96,0.96,0.95,0.86,-0.66,0.97,0.73,0.94,0.94,-0.91,-0.81,0.50
elbow,-0.50,0.81,-0.55,0.94,-0.76,-0.96,-0.94,-0.57,-0.89,0.95,0.91,0.92,0.94,0.63,-0.84,0.07
elderberry,0.86,0.80,0.58,0.96,0.69,-0.52,-0.59,0.52,-0.86,0.95,0.84,0.89,0.93,0.94,-0.74,0.46
election,0.76,0.98,0.75,0.94,-0.73,-0.97,-0.95,-0.64,-0.89,0.97,0.83,0.91,0.96,-0.65,-0.89,0.16
electricity,0.81,0.91,-0.87,0.70,0.78,-0.97,-0.96,-0.88,-0.86,0.98,0.65,0.82,0.96,0.97,-0.95,0.18
electrocardiogram,0.92,0.97,0.82,0.97,0.57,-0.96,-0.95,0.63,-0.93,0.98,0.91,0.92,0.95,-0.77,-0.90,0.33
electronics,0.95,0.98,-0.90,-0.66,-0.93,-0.97,-0.96,-0.82,0.67,-0.60,0.79,0.52,-0.51,0.69,0.89,0.01
element,-0.76,0.71,-0.56,0.95,0.60,-0.95,-0.96,0.83,0.56,0.96,0.66,0.93,0.97,0.94,-0.83,0.32
elephant,-0.50,0.55,0.77,0.95,0.94,0.93,0.91,0.91,-0.84,0.96,0.86,0.91,0.91,0.85,-0.66,0.54
elevation,0.53,0.97,-0.78,0.80,-0.86,-0.97,-0.97,-0.90,-0.92,0.95,0.71,0.92,0.96,0.78,-0.85,0.09
elevator,0.85,0.67,-0.51,0.94,-0.91,-0.96,-0.96,0.66,-0.91,0.98,0.93,0.95,0.89,-0.54,-0.87,0.15
eleventh,0.58,0.94,-0.78,0.88,0.86,-0.63,0.67,-0.55,0.52,0.74,0.61,0.81,0.88,-0.84,-0.74,0.26
elf,-0.60,-0.73,0.64,0.96,0.95,0.96,0.95,0.73,-0.89,0.97,0.68,0.88,0.66,0.60,-0.61,0.37
elicit,-0.87,0.57,-0.90,0.56,-0.90,-0.93,-0.82,-0.53,-0.63,-0.83,-0.72,0.80,0.95,-0.90,-0.66,-0.35
eligibility,0.56,0.96,-0.91,0.53,-0.86,-0.96,-0.96,-0.72,-0.90,0.86,-0.53,0.93,0.97,0.96,-0.89,-0.00
elimination,0.89,0.98,0.55,0.94,-0.96,-0.96,-0.94,-0.53,-0.91,0.97,0.71,0.95,0.83,-0.76,-0.74,0.14
elite,0.68,-0.78,-0.62,0.75,-0.63,0.77,0.96,0.95,0.97,-0.69,0.54,0.95,0.74,-0.93,-0.82,0.18
elixir,0.89,0.97,0.72,0.97,0.91,-0.95,-0.96,-0.59,-0.92,0.97,0.89,0.96,0.85,0.97,-0.83,0.37
elk,0.61,0.55,-0.66,0.95,-0.65,0.58,0.63,0.67,0.92,0.61,0.63,0.94,0.80,0.74,0.75,0.56
ellipse,0.87,0.96,0.77,0.95,0.70,-0.93,-0.88,0.89,0.61,0.97,0.87,0.96,0.94,-0.50,-0.63,0.49
elm,0.62,0.79,-0.70,0.93,-0.82,0.57,0.73,0.80,0.93,0.77,0.58,0.92,0.96,0.77,-0.68,0.50
elongation,0.84,0.97,-0.57,0.91,-0.86,-0.96,-0.96,0.63,-0.77,0.96,0.78,0.91,0.86,0.87,-0.85,0.26
elver,-0.60,0.51,-0.61,0.94,0.59,0.79,0.93,0.88,-0.67,0.84,-0.56,0.93,0.90,-0.92,-0.81,0.17
email,0.85,0.98,-0.58,0.97,0.87,-0.95,-0.96,0.74,-0.89,0.98,0.84,0.79,0.95,0.97,-0.89,0.36
emanate,0.66,0.72,-0.68,0.93,-0.89,-0.91,-0.85,0.77,-0.92,0.91,0.67,-0.52,0.83,-0.89,-0.93,-0.02
embarrassment,0.91,0.98,0.68,0.92,-0.52,-0.96,-0.96,-0.59,-0.89,0.95,0.85,0.93,0.93,0.92,-0.81,0.30
embassy,-0.51,-0.89,0.58,0.94,-0.84,0.51,0.93,0.92,0.71,0.96,0.66,0.93,0.91,-0.79,-0.87,0.28
embellishment,0.96,0.98,0.63,0.96,-0.58,-0.96,-0.95,-0.66,-0.78,0.98,0.90,0.87,0.83,0.96,-0.83,0.30
embossing,0.96,0.98,-0.62,0.89,-0.86,-0.95,-0.93,-0.59,-0.71,0.98,0.79,0.88,0.87,0.98,-0.86,0.19
embryo,0.77,0.84,0.85,0.97,0.97,0.92,0.97,0.91,-0.93,0.98,0.84,0.92,0.96,0.97,-0.86,0.65
emerald,0.83,0.90,0.58,0.95,0.63,-0.69,0.60,0.59,-0.87,0.95,0.85,0.92,0.95,0.59,-0.75,0.49
emergence,0.88,0.98,-0.50,0.94,-0.94,-0.96,-0.93,0.64,-0.92,0.94,0.63,0.94,0.97,-0.83,-0.52,0.16
emergency,0.70,0.98,0.82,0.95,-0.93,-0.96,-0.94,0.56,-0.80,0.88,0.89,0.91,0.97,0.73,-0.86,0.34
emergent,-0.56,0.94,-0.68,0.83,-0.53,0.84,0.62,0.76,0.95,0.90,0.53,0.87,0.95,-0.63,-0.76,0.34
emery,0.86,0.92,0.65,0.96,0.60,-0.75,-0.64,0.75,-0.59,0.95,0.71,0.93,0.97,0.93,-0.51,0.50
emission,0.73,0.98,-0.54,0.96,-0.64,-0.96,-0.96,-0.56,-0.85,0.96,0.76,0.91,0.94,0.90,-0.86,0.19
emitter,0.59,0.61,0.78,0.96,0.87,0.96,0.95,0.85,-0.79,0.96,0.67,0.96,0.95,-0.71,-0.83,0.49
emotion,0.82,0.98,-0.65,0.96,0.68,-0.97,-0.97,-0.66,-0.75,0.95,0.88,0.92,0.96,0.97,-0.86,0.26
emphasis,0.68,0.79,-0.77,0.58,-0.82,-0.96,-0.96,-0.71,-0.96,0.96,0.58,0.92,0.94,0.96,-0.75,0.10
empire,0.57,0.51,0.65,0.91,0.50,-0.83,0.91,0.88,0.53,0.94,0.68,0.88,0.89,-0.53,-0.82,0.46
employ,-0.73,0.83,-0.84,0.87,-0.96,-0.96,-0.91,0.76,0.52,-0.56,-0.51,0.62,-0.57,-0.63,-0.90,-0.21
employee,0.64,-0.87,-0.51,0.93,0.91,0.97,0.97,0.58,-0.80,0.95,0.50,0.71,0.68,0.73,-0.68,0.34
employer,-0.60,-0.92,0.64,0.92,0.57,0.97,0.96,0.86,-0.92,0.90,0.50,0.88,0.83,-0.66,-0.88,0.23
employment,0.75,0.98,-0.87,0.85,-0.92,-0.97,-0.96,0.56,-0.83,0.93,0.55,0.88,0.94,0.92,-0.91,0.20
empowerment,0.84,0.98,-0.85,0.68,-0.83,-0.97,-0.96,0.62,-0.91,0.90,0.62,0.92,0.94,0.83,-0.84,0.21
emu,0.69,0.59,0.55,0.97,0.84,0.96,0.85,0.69,-0.53,0.97,0.68,0.95,0.61,-0.79,0.55,0.55
enactment,0.91,0.98,0.58,0.96,-0.77,-0.97,-0.96,-0.61,-0.94,0.98,0.72,0.94,0.84,0.71,-0.81,0.25
encirclement,0.90,0.97,0.74,0.93,-0.92,-0.96,-0.93,0.72,-0.83,0.97,0.70,0.91,0.96,0.52,-0.88,0.34
enclave,-0.60,0.73,-0.54,0.92,-0.96,-0.87,0.74,0.91,0.62,0.97,0.82,0.96,0.95,-0.79,-0.86,0.24
enclosure,0.52,0.67,0.81,0.95,-0.93,-0.97,-0.94,0.51,-0.88,0.98,0.91,0.89,0.84,0.69,-0.85,0.30
encounter,0.94,0.98,0.53,0.96,-0.87,-0.97,-0.96,0.66,-0.92,0.98,0.79,0.89,0.95,-0.75,-0.86,0.23
encouragement,0.91,0.98,-0.72,0.90,-0.79,-0.97,-0.96,-0.64,-0.94,0.98,0.77,0.93,0.92,0.95,-0.82,0.17
encyclopedia,0.75,-0.62,0.84,0.96,0.85,-0.93,-0.96,0.85,-0.94,0.98,0.94,0.95,0.92,0.88,-0.82,0.36
end,0.60,0.97,-0.71,0.78,-0.94,-0.97,-0.96,-0.81,-0.96,0.93,0.64,0.94,0.90,0.73,-0.87,0.09
endive,-0.77,-0.60,-0.78,0.76,-0.63,-0.91,-0.91,0.76,-0.86,0.78,-0.54,0.89,0.87,0.87,-0.84,-0.08
endoderm,0.93,0.95,0.90,0.96,-0.60,-0.76,-0.89,0.92,0.69,0.97,0.88,0.95,0.97,0.78,-0.55,0.56
endorsement,0.94,0.98,-0.55,0.95,-0.68,-0.96,-0.96,0.63,-0.88,0.98,0.89,0.93,0.90,0.73,-0.88,0.28
endothelium,0.90,0.94,0.88,0.96,0.96,-0.79,0.71,0.93,-0.63,0.96,0.86,0.96,0.98,0.96,-0.56,0.62
endpoint,0.74,0.98,0.81,0.96,-0.86,-0.93,-0.96,0.67,-0.88,0.98,0.88,0.96,0.97,0.91,-0.63,0.39
enemy,-0.77,-0.65,0.56,0.93,0.90,0.96,0.87,0.90,-0.57,0.89,0.51,0.87,0.82,-0.72,-0.90,0.26
energy,0.88,0.96,-0.77,0.85,0.85,-0.96,-0.96,-0.57,-0.88,0.98,0.68,0.95,0.97,0.98,-0.94,0.24
enforcement,0.76,0.98,-0.87,-0.58,-0.92,-0.85,0.68,0.74,0.87,0.95,-0.56,0.88,0.82,0.86,-0.91,0.23
engagement,0.93,0.98,0.71,0.95,-0.79,-0.97,-0.96,0.80,-0.93,0.97,0.82,0.89,0.91,0.56,-0.87,0.35
engine,0.86,-0.65,0.70,0.96,0.92,-0.91,-0.95,0.77,-0.94,0.98,0.94,0.86,0.92,0.83,-0.77,0.35
engineer,0.70,-0.85,-0.54,0.94,0.94,0.97,0.97,0.79,-0.91,0.95,0.64,0.85,0.66,0.53,-0.82,0.35
engineering,0.95,0.98,-0.89,-0.58,-0.81,-0.94,-0.77,0.70,-0.67,0.98,0.77,-0.59,-0.54,0.95,-0.91,-0.04
enigma,0.80,0.97,0.83,0.96,0.80,-0.95,-0.96,0.69,-0.91,0.96,0.85,0.96,0.96,0.95,-0.84,0.46
enjoyment,0.96,0.98,-0.80,0.88,-0.73,-0.96,-0.96,0.58,-0.90,0.98,0.68,0.93,0.83,0.95,-0.86,0.25
enquiry,0.92,0.97,0.51,0.97,0.62,-0.94,-0.89,0.75,-0.73,0.97,0.83,0.94,0.70,0.64,-0.74,0.42
enrollment,0.73,0.98,-0.83,0.87,-0.91,-0.96,-0.89,0.77,-0.74,0.93,0.57,0.90,0.89,0.88,-0.90,0.23
enterprise,0.84,0.97,0.71,0.90,0.62,-0.65,0.89,0.95,0.62,0.88,0.71,0.90,0.95,0.80,-0.85,0.64
entertainment,0.96,0.98,-0.87,0.87,-0.57,-0.96,-0.96,0.56,-0.75,0.98,0.82,0.88,0.71,0.96,-0.93,0.25
enthusiasm,0.91,0.98,-0.62,0.71,0.82,-0.96,-0.94,0.61,-0.89,0.98,0.74,0.93,0.88,0.93,-0.83,0.33
entirety,-0.54,0.82,-0.84,-0.59,-0.91,-0.97,-0.90,-0.67,-0.84,0.91,-0.57,0.53,0.57,-0.83,0.56,-0.24
entity,-0.72,-0.77,-0.52,0.89,0.78,0.68,0.92,0.96,-0.93,0.95,-0.51,0.79,0.95,0.65,-0.75,0.18
entrance,0.76,0.97,-0.57,0.93,-0.91,-0.97,-0.96,0.51,-0.95,0.97,0.81,0.94,0.88,-0.65,-0.78,0.14
entree,0.85,0.96,0.51,0.97,-0.83,-0.96,-0.96,0.79,-0.81,0.97,0.85,0.88,0.92,0.67,-0.79,0.35
entrepreneur,0.67,-0.84,0.81,0.93,0.75,0.97,0.97,0.74,-0.82,0.83,0.63,0.85,0.69,0.63,-0.71,0.44
entry,0.96,0.98,0.58,0.97,-0.81,-0.93,-0.96,0.89,-0.94,0.98,0.89,0.94,0.96,0.69,-0.85,0.38
envelope,-0.69,-0.64,0.54,0.97,0.63,-0.96,-0.96,-0.61,-0.96,0.97,0.93,0.82,0.89,0.95,-0.87,0.10
environment,0.51,-0.79,0.51,0.83,0.52,-0.93,-0.96,0.55,-0.91,0.97,0.75,0.94,0.96,0.63,-0.86,0.23
envy,0.76,0.95,-0.68,0.91,0.57,-0.97,-0.96,-0.59,-0.89,0.75,0.72,0.96,0.61,0.95,-0.87,0.19
enzyme,0.93,0.97,0.92,0.97,0.96,-0.89,-0.93,0.88,-0.80,0.97,0.92,0.98,0.98,0.96,-0.64,0.53
epauliere,0.82,0.94,0.76,0.96,0.87,0.96,0.94,0.97,0.94,0.97,0.73,0.96,0.95,-0.60,0.61,0.78
epee,0.85,0.91,0.76,0.98,0.82,-0.82,-0.94,-0.56,-0.96,0.97,0.93,0.94,0.94,0.80,-0.80,0.37
ephemera,0.86,0.95,-0.79,0.89,-0.52,-0.94,-0.96,-0.69,0.58,0.89,0.76,0.93,0.95,0.97,0.59,0.38
ephemeris,0.62,0.82,-0.59,0.86,-0.89,-0.97,-0.95,0.51,-0.55,0.65,0.64,0.94,0.96,0.84,0.90,0.34
ephyra,0.77,0.97,0.81,0.94,-0.57,0.54,0.75,0.95,0.97,0.90,0.73,0.95,0.95,0.86,0.90,0.80
epic,0.79,0.97,0.73,0.95,-0.78,-0.96,-0.89,0.50,-0.90,0.97,0.90,0.94,0.97,-0.69,-0.78,0.26
episode,0.85,0.97,-0.66,0.96,-0.93,-0.97,-0.96,0.65,-0.79,0.97,0.88,0.87,0.94,0.76,-0.82,0.26
epithelium,0.85,0.93,0.80,0.96,0.68,-0.93,-0.89,0.68,-0.77,0.95,0.89,0.97,0.97,0.75,-0.51,0.48
epoch,0.53,0.97,-0.59,0.95,-0.63,-0.97,-0.96,0.73,-0.86,0.93,0.89,0.96,0.96,0.60,-0.80,0.26
eponym,0.79,0.92,0.53,0.96,0.91,-0.76,0.68,0.78,-0.87,0.96,0.93,0.96,0.96,0.78,-0.58,0.55
epoxy,0.92,0.83,-0.57,0.95,0.66,-0.91,-0.94,0.54,-0.85,0.97,0.81,0.94,0.96,0.97,-0.87,0.34
equal,-0.79,-0.55,-0.76,0.75,-0.72,0.62,0.86,0.58,-0.76,0.87,0.75,0.94,0.70,-0.76,-0.79,0.05
equality,0.56,0.97,-0.68,-0.53,-0.71,-0.97,-0.96,-0.69,-0.91,0.81,0.56,0.97,0.96,0.90,-0.82,0.02
equation,0.84,0.97,0.79,0.97,0.65,-0.96,-0.96,0.75,-0.85,0.98,0.92,0.96,0.96,0.97,-0.76,0.48
equinox,0.90,0.98,0.73,0.95,0.61,-0.91,-0.76,0.59,-0.80,0.95,0.87,0.95,0.96,-0.71,0.52,0.44
equipment,0.92,0.85,-0.86,0.74,0.83,-0.92,-0.91,-0.81,-0.69,0.98,0.80,0.88,0.95,0.98,-0.84,0.23
equity,-0.56,-0.51,-0.71,0.64,-0.73,-0.95,-0.91,0.63,-0.76,0.95,0.72,0.96,0.96,0.97,-0.87,0.05
equivalent,0.69,0.97,0.52,0.81,0.60,-0.86,-0.52,0.90,-0.82,0.96,0.84,0.85,0.92,-0.52,-0.76,0.35
era,-0.82,0.64,-0.73,0.94,-0.88,-0.97,-0.96,-0.50,-0.81,-0.78,0.79,0.96,0.96,-0.52,-0.80,-0.18
eraser,0.77,0.93,0.88,0.97,0.79,-0.92,-0.87,-0.58,-0.94,0.97,0.88,0.94,0.95,0.96,-0.82,0.37
erection,0.84,0.98,0.74,0.96,-0.77,-0.96,-0.96,-0.63,-0.87,0.95,0.92,0.82,0.82,0.72,-0.86,0.26
erosion,0.88,0.98,-0.65,0.77,-0.68,-0.96,-0.96,-0.85,-0.78,0.92,0.80,0.90,0.97,0.93,-0.90,0.16
error,0.55,0.98,0.54,0.97,0.88,-0.97,-0.96,-0.63,-0.86,0.95,0.84,0.91,0.97,0.87,-0.88,0.32
escalator,0.77,0.57,0.83,0.96,-0.57,-0.94,-0.94,0.53,-0.81,0.98,0.91,0.94,0.88,0.58,-0.69,0.35
escape,0.95,0.98,-0.50,0.96,-0.91,-0.97,-0.96,0.60,-0.83,0.98,0.91,0.81,0.94,-0.75,-0.92,0.16
escort,0.75,0.96,0.67,0.96,0.85,0.96,0.96,0.95,-0.57,0.97,0.90,0.90,0.60,-0.71,-0.89,0.52
espadrille,0.86,0.97,0.88,0.96,-0.89,-0.87,-0.77,0.96,0.91,0.97,0.82,0.96,0.89,-0.68,-0.61,0.44
espalier,0.84,0.87,0.83,0.96,-0.86,-0.76,-0.89,0.91,-0.67,0.96,0.85,0.92,0.88,-0.53,-0.72,0.32
essay,0.88,0.97,0.73,0.97,0.77,-0.93,-0.97,0.63,-0.94,0.98,0.92,0.83,0.95,0.96,-0.81,0.45
essence,0.60,0.63,-0.66,0.93,-0.59,-0.97,-0.97,0.59,-0.80,0.88,0.69,0.95,0.97,0.96,-0.80,0.23
essential,-0.73,0.77,-0.85,0.83,0.70,-0.96,-0.93,-0.65,0.58,-0.58,-0.60,0.79,0.97,-0.78,-0.84,-0.14
establishment,0.64,0.97,0.64,0.88,-0.65,-0.79,-0.73,0.94,0.74,0.92,0.67,0.82,0.83,-0.90,-0.89,0.34
estate,-0.57,-0.85,0.50,0.90,-0.94,-0.91,0.53,0.67,0.70,0.95,0.71,0.84,0.96,0.93,-0.88,0.28
estimate,0.59,0.89,-0.64,0.93,-0.84,-0.97,-0.94,-0.61,-0.95,0.98,0.90,0.93,0.89,0.71,-0.85,0.14
estrogen,0.84,0.97,-0.73,0.85,0.90,-0.96,-0.93,0.52,-0.77,0.98,0.70,0.95,0.97,0.97,-0.92,0.33
estuary,0.63,-0.58,0.71,0.90,-0.55,-0.91,-0.91,-0.56,-0.77,0.95,0.85,0.95,0.97,0.87,-0.82,0.18
eternity,-0.86,0.95,-0.75,0.93,-0.91,-0.97,-0.94,-0.53,-0.80,-0.69,-0.58,0.96,0.96,0.86,-0.87,-0.16
ethernet,0.65,0.70,0.72,0.95,0.79,-0.90,-0.89,0.91,-0.90,0.98,0.73,0.93,0.85,0.56,-0.87,0.39
ethics,0.94,0.97,-0.75,0.74,-0.93,-0.97,-0.96,0.75,0.75,0.86,0.60,0.72,-0.56,0.66,0.81,0.33
ethnicity,-0.66,0.57,-0.63,0.92,-0.81,-0.95,-0.60,0.86,0.61,0.88,0.92,0.95,0.97,0.78,-0.88,0.27
ethyl,0.82,0.62,0.89,0.95,0.61,-0.53,-0.63,0.94,-0.58,0.95,0.82,0.97,0.97,0.86,-0.61,0.52
euphonium,0.92,0.97,0.87,0.95,0.66,-0.96,-0.94,0.87,-0.83,0.97,0.80,0.94,0.94,0.90,-0.93,0.47
eurocentrism,0.78,0.97,0.84,0.86,0.51,-0.94,-0.93,0.90,-0.79,0.91,0.73,0.96,0.95,-0.57,-0.72,0.35
evaluation,0.94,0.98,-0.52,0.96,-0.83,-0.95,-0.96,0.81,-0.94,0.98,0.81,0.91,0.93,0.83,-0.83,0.29
evaluator,0.64,-0.82,0.62,0.96,0.92,0.97,0.96,0.94,-0.88,0.97,-0.51,0.95,0.74,0.57,-0.50,0.40
evaporation,0.93,0.98,0.52,0.94,-0.91,-0.97,-0.95,-0.75,-0.87,0.97,0.78,0.93,0.93,0.89,-0.94,0.25
eve,0.52,0.96,0.52,0.96,-0.87,-0.97,-0.93,-0.52,-0.95,0.69,0.66,0.84,0.89,-0.71,-0.85,0.08
evening,0.67,0.98,0.51,0.96,-0.88,-0.97,-0.97,0.74,-0.85,0.96,0.83,0.83,0.82,-0.85,-0.88,0.20
evening-wear,0.89,0.96,-0.89,-0.51,-0.81,-0.94,-0.82,0.57,-0.72,0.95,0.77,0.75,0.72,0.96,-0.90,0.13
event,0.92,0.98,0.56,0.95,-0.64,-0.96,-0.96,0.76,-0.91,0.98,0.80,0.87,0.96,0.71,-0.78,0.36
everybody,-0.93,-0.65,-0.92,-0.86,-0.94,-0.94,-0.94,-0.82,-0.92,-0.93,-0.67,0.85,0.73,-0.82,-0.85,-0.62
everyone,-0.94,-0.76,-0.91,-0.90,-0.95,-0.95,-0.95,-0.86,-0.94,-0.94,-0.68,0.83,-0.72,-0.87,-0.85,-0.75
everything,-0.93,-0.90,-0.92,-0.90,-0.94,-0.96,-0.96,-0.83,-0.94,-0.94,-0.73,0.85,0.71,-0.66,-0.85,-0.64
eviction,0.89,0.98,0.54,0.95,-0.90,-0.97,-0.96,-0.68,-0.86,0.97,0.79,0.92,0.93,-0.65,-0.91,0.14
evidence,0.76,0.75,-0.90,0.68,0.93,-0.96,-0.97,0.51,-0.95,0.98,0.68,0.95,0.97,0.98,-0.93,0.27
evil,-0.57,0.97,0.53,0.89,-0.74,-0.94,-0.90,0.69,-0.66,0.60,0.62,0.97,0.95,0.90,-0.92,0.23
evocation,0.94,0.97,0.53,0.96,-0.89,-0.96,-0.95,0.62,-0.87,0.97,0.80,0.93,0.97,0.78,-0.93,0.34
evolution,0.91,0.98,-0.67,0.94,-0.90,-0.97,-0.97,0.78,-0.91,0.94,0.68,0.97,0.96,0.87,-0.83,0.27
ex-husband,0.73,-0.86,0.75,0.94,0.79,0.96,0.96,-0.57,-0.77,0.81,0.60,0.94,0.71,0.75,-0.69,0.37
ex-wife,0.50,-0.79,0.71,0.94,0.70,0.97,0.97,-0.50,-0.83,0.84,0.62,0.92,0.72,-0.61,-0.58,0.26
exaggeration,0.92,0.98,0.71,0.95,0.50,-0.96,-0.96,-0.62,-0.83,0.97,0.92,0.92,0.95,0.87,-0.73,0.36
exam,0.70,0.98,0.67,0.96,-0.92,-0.95,-0.96,0.62,-0.89,0.98,0.89,0.89,0.95,0.59,-0.78,0.33
examination,0.78,0.98,0.63,0.96,-0.85,-0.94,-0.95,0.65,-0.88,0.98,0.89,0.88,0.94,0.76,-0.83,0.35
examiner,0.67,-0.78,-0.57,0.94,0.89,0.96,0.96,0.83,-0.93,0.95,-0.53,0.94,-0.51,-0.60,-0.70,0.11
example,0.94,0.98,0.71,0.96,-0.54,-0.94,-0.84,0.92,-0.95,0.98,0.83,0.76,0.96,0.96,-0.72,0.41
exasperation,0.88,0.97,-0.73,0.95,-0.55,-0.96,-0.93,-0.54,-0.86,0.95,0.80,0.80,0.72,0.87,-0.90,0.16
excellence,0.50,0.98,-0.71,0.90,-0.61,-0.97,-0.92,-0.54,-0.70,0.81,0.66,0.95,0.97,0.95,-0.84,0.16
exception,0.74,0.97,0.79,0.94,-0.84,-0.92,-0.84,0.64,-0.91,0.97,0.87,0.90,0.97,0.89,-0.74,0.38
excerpt,0.89,0.96,0.81,0.97,-0.68,-0.96,-0.96,0.51,-0.96,0.97,0.91,0.87,0.94,0.95,-0.85,0.37
excess,0.67,0.97,0.54,0.89,-0.89,-0.96,-0.94,-0.51,-0.78,0.90,0.84,0.93,0.97,0.97,-0.86,0.26
exchange,0.89,0.98,0.77,0.97,-0.88,-0.97,-0.96,0.89,-0.95,0.98,0.87,0.95,0.93,0.62,-0.82,0.37
excitement,0.95,0.98,-0.71,0.71,0.64,-0.96,-0.93,0.60,-0.85,0.98,0.77,0.91,0.95,0.92,-0.87,0.32
